Tiempo,RmsElectro
139.0625,0.926
139.06640625,0.926
139.0703125,0.926
139.07421875,0.925
139.078125,0.925
139.08203125,0.926
139.0859375,0.926
139.08984375,0.926
139.09375,0.926
139.09765625,0.926
139.1015625,0.926
139.10546875,0.926
139.109375,0.926
139.11328125,0.926
139.1171875,0.926
139.12109375,0.926
139.125,0.926
139.12890625,0.926
139.1328125,0.926
139.13671875,0.926
139.140625,0.926
139.14453125,0.925
139.1484375,0.925
139.15234375,0.925
139.15625,0.925
139.16015625,0.925
139.1640625,0.925
139.16796875,0.925
139.171875,0.925
139.17578125,0.925
139.1796875,0.925
139.18359375,0.925
139.1875,0.925
139.19140625,0.925
139.1953125,0.925
139.19921875,0.925
139.203125,0.925
139.20703125,0.925
139.2109375,0.925
139.21484375,0.925
139.21875,0.925
139.22265625,0.925
139.2265625,0.925
139.23046875,0.925
139.234375,0.925
139.23828125,0.925
139.2421875,0.925
139.24609375,0.925
139.25,0.925
139.25390625,0.925
139.2578125,0.925
139.26171875,0.925
139.265625,0.925
139.26953125,0.925
139.2734375,0.925
139.27734375,0.925
139.28125,0.925
139.28515625,0.925
139.2890625,0.925
139.29296875,0.925
139.296875,0.925
139.30078125,0.925
139.3046875,0.925
